"geneSymbol" "logFC.ALS Vs Healthy_DE" "P.Value.ALS Vs Healthy_DE"
"RFTN1_SIG" "RFTN1" 1.05360557755568 0.00103193645115554
"HRH2_SIG" "HRH2" 1.94392919312065 0.00121808013333401
"HSPG2_SIG" "HSPG2" 1.35141080656006 0.00140634149695921
"IL1RAP_SIG" "IL1RAP" 1.03216816255193 0.00150072787578118
"KCNJ8_SIG" "KCNJ8" 1.08191831156318 0.00155912415391863
"MYB_TF" "MYB" 1.60761837068649 0.0015904205015243
"ADAMTS1_SIG" "ADAMTS1" 1.26321038796548 0.00164495841420226
"OSMR_SIG" "OSMR" 1.2031582112477 0.00194913018408039
"ITGB3_SIG" "ITGB3" 1.58761572747233 0.00251142870254769
"ADAMTSL1_SIG" "ADAMTSL1" 1.32293396860447 0.00308524883816979
"CREB3L3_TF" "CREB3L3" -1.70097561009714 0.00327514517833848
"C1S_SIG" "C1S" 1.03922804718026 0.00346048479511935
"SHH_SIG" "SHH" 1.39940325460692 0.0066549924331859
"APLNR_SIG" "APLNR" 1.37629401337298 0.0072461774482336
"ACER2_SIG" "ACER2" 1.07989011162261 0.00782296084322166
"HOXA4_TF" "HOXA4" 1.47340267645845 0.00828240470173912
"ITGB4_SIG" "ITGB4" 1.08542200924533 0.00908063392068173
