"gene_label" "logFC.ALS Vs Healthy_DA" "P.Value.ALS Vs Healthy_DA"
"ADAMTSL1_SIG" "ADAMTSL1_SIG" 0.105201422193458 0.00233507641601274
"ACER2_SIG" "ACER2_SIG" 0.108273456435882 0.00262626164284771
"TGFBR3_SIG" "TGFBR3_SIG" 0.114948783793515 0.00294415364957018
"RFTN1_SIG" "RFTN1_SIG" 0.118408625128055 0.00331082726817173
"GPATCH3_SIG" "GPATCH3_SIG" -0.108252016261876 0.00332854311981799
"PHEX_SIG" "PHEX_SIG" 0.113165790595179 0.00333770278683746
"MAOB_SIG" "MAOB_SIG" 0.1026049623337 0.00359394033449782
"CLIC4_SIG" "CLIC4_SIG" 0.105957857813399 0.0043279270712245
"MAP2K6_SIG" "MAP2K6_SIG" 0.109977926336928 0.00490901307241143
"PDE4B_SIG" "PDE4B_SIG" 0.101077329270096 0.00524113501454331
"CD93_SIG" "CD93_SIG" 0.131766676847242 0.00538483386655039
"CD59_SIG" "CD59_SIG" 0.105695481941318 0.00581715023690195
"MSN_SIG" "MSN_SIG" 0.115485390588007 0.0059666781135064
"SULF1_SIG" "SULF1_SIG" 0.109817963846825 0.00666639724227347
"KCNJ8_SIG" "KCNJ8_SIG" 0.12736032160827 0.00673706844483408
"LTBP1_SIG" "LTBP1_SIG" 0.101427090951977 0.00694727049716963
"GYG2_SIG" "GYG2_SIG" 0.103040340611158 0.00702492022236399
"OSMR_SIG" "OSMR_SIG" 0.137382480528013 0.00716469759228934
"PARP4_SIG" "PARP4_SIG" 0.106276601222589 0.00721956872997387
"CAT_SIG" "CAT_SIG" 0.105798241470419 0.00736337436079833
"PYGL_SIG" "PYGL_SIG" 0.113284728196586 0.0075272770483491
"HFE_SIG" "HFE_SIG" 0.113146152830621 0.00761130861852003
"ALDH9A1_SIG" "ALDH9A1_SIG" 0.101449266284703 0.00766373105626287
"NRXN2_SIG" "NRXN2_SIG" -0.109481308963356 0.00768012435546206
"GRIK4_SIG" "GRIK4_SIG" 0.110706789342936 0.00823416164921593
"COL8A1_SIG" "COL8A1_SIG" 0.112837974518267 0.00823514521678121
"CASP1_SIG" "CASP1_SIG" 0.110450719500571 0.00864489090192383
"GABRG3_SIG" "GABRG3_SIG" 0.118253054341661 0.00870339404460659
"PLSCR4_SIG" "PLSCR4_SIG" 0.108865260764265 0.0087683784488768
"GYG1_SIG" "GYG1_SIG" 0.110441827768288 0.00978755609775318
